FSN,Animal_Name,Animal_Count,Animal_Distance,Keep_Inside_House,Days_Inside_House
46472,Goats,2,0,1,365
46473,Cows/Oxen,1,10,0,-1
46473,Goats,2,0,1,365
46474,Goats,2,0,1,365
46475,Buffaloes,2,6,0,-1
46476,Cows/Oxen,1,10,0,-1
46476,Goats,3,0,1,365
46477,Cows/Oxen,1,10,0,-1
46477,Goats,2,0,1,365
46478,Goats,2,0,1,365
46479,Cows/Oxen,2,5,0,-1
46479,Pigs,4,0,1,365
46480,Goats,3,3,0,-1
46481,Cows/Oxen,2,35,0,-1
46481,Goats,1,35,0,-1
46483,Cows/Oxen,3,50,0,-1
46483,Goats,1,4,0,-1
46484,Goats,2,1,1,240
46485,Goats,2,1,1,270
46486,Cows/Oxen,1,10,0,-1
46493,Goats,4,1,1,240
46494,Cows/Oxen,1,3,0,-1
46495,Buffaloes,1,5,0,-1
46495,Goats,2,2,0,-1
46496,Buffaloes,2,3,0,-1
46496,Goats,1,0,1,365
46499,Goats,8,0,1,365
46501,Goats,4,0,1,365
46504,Goats,1,0,1,365
46505,Goats,2,0,1,365
46507,Goats,2,5,0,-1
46508,Goats,2,0,1,300
46509,Buffaloes,1,75,0,-1
46509,Goats,2,0,1,365
46510,Goats,3,0,1,365
46511,Buffaloes,1,4,0,-1
46511,Goats,4,0,1,365
46512,Buffaloes,1,3,0,-1
46512,Goats,2,0,1,365
46513,Buffaloes,1,5,0,-1
46513,Goats,2,0,1,365
46514,Buffaloes,1,7,0,-1
46514,Goats,2,0,1,250
46515,Goats,6,6,0,-1
46517,Goats,2,3,1,200
46518,Goats,2,0,1,160
46519,Goats,5,3,1,240
46521,Goats,4,3,1,80
46521,"Poultry (chickens, ducks, pigeon)",1,0,1,20
46524,Buffaloes,2,6,0,-1
46526,Cows/Oxen,1,3,0,-1
46526,Goats,2,3,1,230
46529,Goats,1,0,1,365
46530,Buffaloes,1,5,0,-1
46530,Goats,1,3,1,200
46531,Goats,2,0,1,365
46532,Buffaloes,3,6,0,-1
46533,Goats,3,4,1,180
46534,Buffaloes,3,5,0,-1
46536,Goats,4,0,1,360
46537,Goats,1,0,1,365
46538,Cows/Oxen,2,5,0,-1
46543,Cows/Oxen,1,5,0,-1
46545,Cows/Oxen,2,4,0,-1
46545,Buffaloes,2,4,0,-1
46546,Buffaloes,2,20,0,-1
46549,Cows/Oxen,2,7,0,-1
46552,Cows/Oxen,1,30,0,-1
46553,Cows/Oxen,2,20,0,-1
46553,Buffaloes,2,20,0,-1
46555,Cows/Oxen,3,0,0,-1
46557,Cows/Oxen,6,0,0,-1
46559,Cows/Oxen,1,0,0,-1
46561,Cows/Oxen,1,0,0,-1
46562,Cows/Oxen,1,0,0,-1
46562,Buffaloes,1,0,0,-1
46563,Dogs,1,0,0,-1
46564,Buffaloes,4,0,0,-1
46566,Cows/Oxen,3,0,0,-1
46569,Buffaloes,1,0,0,-1
46570,Cows/Oxen,1,0,0,-1
46573,Buffaloes,1,0,0,-1
46578,Buffaloes,1,5,0,-1
46579,Goats,2,5,0,-1
46580,Goats,1,0,1,240
46584,Cows/Oxen,0,10,0,-1
46586,Goats,1,1,0,-1
46587,Goats,1,5,0,-1
46588,Goats,1,10,1,240
46589,Goats,1,1,0,-1
46590,Cows/Oxen,1,50,0,-1
46590,Buffaloes,2,50,0,-1
46590,Goats,5,3,0,-1
46593,Goats,4,0,1,365
46594,Goats,2,7,1,120
46596,Cows/Oxen,1,35,0,-1
46596,Goats,1,7,1,120
46598,Buffaloes,1,20,0,-1
46601,Goats,6,1,1,120
46603,Cows/Oxen,1,35,0,-1
46603,Goats,2,2,1,120
46605,Buffaloes,1,10,0,-1
46608,"Poultry (chickens, ducks, pigeon)",1,0,1,365
46609,Cows/Oxen,1,5,1,120
46611,Buffaloes,1,10,0,-1
46611,Goats,2,0,1,365
46611,"Poultry (chickens, ducks, pigeon)",1,0,1,365
46612,Goats,3,0,1,365
46613,Goats,1,0,1,365
46615,Buffaloes,1,15,0,-1
46615,Goats,4,1,1,365
46617,Goats,2,0,1,365
46618,Goats,3,2,0,-1
46618,"Poultry (chickens, ducks, pigeon)",1,0,1,365
46619,Goats,2,0,1,365
46619,"Poultry (chickens, ducks, pigeon)",3,0,1,365
46620,Goats,3,0,1,365
46620,"Poultry (chickens, ducks, pigeon)",2,0,1,365
46621,Goats,2,1,1,365
46622,Goats,3,5,0,-1
46622,"Poultry (chickens, ducks, pigeon)",2,2,0,-1
46624,Buffaloes,4,2,0,-1
46624,Goats,1,0,1,365
46624,"Poultry (chickens, ducks, pigeon)",2,0,1,365
46626,Buffaloes,2,8,0,-1
46627,Goats,2,1,1,365
46627,"Poultry (chickens, ducks, pigeon)",6,4,0,-1
46628,Goats,3,1,1,365
46628,"Poultry (chickens, ducks, pigeon)",2,0,1,365
46631,Goats,2,0,1,215
46632,Goats,2,0,1,365
46633,Buffaloes,1,5,0,-1
46643,Goats,2,2,0,-1
46645,Goats,2,0,1,180
46648,Goats,2,0,1,365
46648,"Poultry (chickens, ducks, pigeon)",5,0,1,365
46650,Cows/Oxen,1,6,0,-1
46652,Buffaloes,1,5,0,-1
46653,Buffaloes,1,6,0,-1
46653,Goats,2,0,1,365
46654,Buffaloes,1,4,0,-1
46654,Goats,1,0,1,365
46655,Cows/Oxen,1,5,0,-1
46656,Cows/Oxen,1,5,0,-1
46662,Cows/Oxen,2,6,0,-1
46662,Buffaloes,2,6,0,-1
46664,Cows/Oxen,1,4,0,-1
46667,Cows/Oxen,1,10,0,-1
46671,Goats,2,5,0,-1
46671,"Poultry (chickens, ducks, pigeon)",2,5,0,-1
46674,Buffaloes,2,1,0,-1
46676,Goats,2,0,1,360
46678,Buffaloes,3,50,0,-1
46680,Goats,3,1,1,360
46681,"Poultry (chickens, ducks, pigeon)",2,0,1,365
46683,Cows/Oxen,2,10,0,-1
46685,Goats,2,5,1,-1
46686,Goats,2,0,1,365
46689,Goats,2,0,1,365
46689,Pigs,1,0,1,365
46690,Goats,1,0,1,365
46692,Cows/Oxen,1,4,0,-1
46695,Cows/Oxen,1,3,0,-1
46695,Goats,4,0,1,365
46698,Goats,3,2,0,-1
46700,Buffaloes,2,2,0,-1
46700,Goats,4,0,1,365
46702,Goats,1,0,1,365
46704,Goats,3,0,1,365
46705,Cows/Oxen,2,2,1,100
46707,Cows/Oxen,2,0,1,365
46708,Cows/Oxen,2,-1,0,-1
46708,Goats,1,1,1,100
46710,Goats,1,0,1,365
46712,Goats,2,0,1,365
46713,Goats,3,0,1,200
46717,Cows/Oxen,3,0,0,-1
46717,Goats,1,0,1,200
46718,Cows/Oxen,2,0,1,200
46718,Goats,3,0,1,200
46719,Buffaloes,1,5,0,-1
46719,Goats,2,0,1,200
46721,Goats,2,0,1,200
46722,Cows/Oxen,2,0,0,-1
46723,Cows/Oxen,2,6,0,-1
46725,Goats,1,0,1,200
46727,"Poultry (chickens, ducks, pigeon)",1,0,1,180
46728,Goats,1,0,1,30
46728,"Poultry (chickens, ducks, pigeon)",1,0,1,180
46729,Buffaloes,2,30,0,-1
46729,Goats,2,5,0,-1
46729,"Poultry (chickens, ducks, pigeon)",1,5,0,-1
46734,Buffaloes,1,10,0,-1
46734,Goats,3,0,1,180
46734,"Poultry (chickens, ducks, pigeon)",1,0,1,180
46735,Buffaloes,1,25,0,-1
46735,Goats,1,25,0,-1
46737,Goats,1,0,1,90
46741,Goats,1,0,1,80
46742,Goats,1,0,1,45
46742,"Poultry (chickens, ducks, pigeon)",1,0,1,45
46743,Cows/Oxen,1,3,0,-1
46743,Goats,1,0,1,210
46744,Goats,1,8,0,-1
46749,Goats,1,0,1,365
46750,Cows/Oxen,2,18,0,-1
46750,Goats,3,0,1,365
46750,"Poultry (chickens, ducks, pigeon)",4,0,1,365
46752,Cows/Oxen,2,6,0,-1
46752,Goats,4,0,1,365
46752,"Poultry (chickens, ducks, pigeon)",1,0,1,365
46753,Goats,2,0,1,365
46753,"Poultry (chickens, ducks, pigeon)",1,0,1,365
46754,Buffaloes,1,12,0,-1
46754,Goats,6,0,1,365
46755,Goats,1,5,1,120
46756,Goats,1,4,1,120
46760,Cows/Oxen,3,0,0,-1
46760,Goats,3,0,1,365
46761,Cows/Oxen,1,20,0,-1
46762,Cows/Oxen,2,2,0,-1
46762,Goats,4,6,0,-1
46763,Goats,2,0,1,365
46765,Goats,1,0,1,365
46771,Cows/Oxen,2,0,1,365
46772,Cows/Oxen,2,5,0,-1
46772,Goats,1,2,0,-1
46775,Cows/Oxen,2,60,0,-1
46775,Goats,3,2,0,-1
46777,Goats,2,1,0,-1
46780,Goats,1,2,0,-1
46785,Cows/Oxen,1,10,0,-1
46786,Cows/Oxen,2,2,0,-1
46790,Cows/Oxen,2,3,0,-1
46791,Cows/Oxen,1,0,1,180
46792,Goats,1,0,1,365
46794,Goats,1,0,1,365
46795,Goats,1,0,1,365
46799,Cows/Oxen,1,10,0,-1
46801,Cows/Oxen,2,0,1,180
46802,Cows/Oxen,1,8,0,-1
46802,Goats,3,0,1,365
46803,Cows/Oxen,1,3,0,-1
46804,Buffaloes,1,0,1,200
46805,Buffaloes,1,1,0,-1
46805,Goats,2,0,1,365
46807,Cows/Oxen,2,2,1,180
46809,Cows/Oxen,1,0,1,180
46809,Goats,2,8,0,-1
46810,Cows/Oxen,1,3,0,-1
46810,Buffaloes,1,3,0,-1
46813,Goats,1,0,1,365
46814,Goats,1,0,1,365
46817,Goats,1,0,1,365
46818,Goats,2,0,1,365
46821,Cows/Oxen,1,0,1,120
46821,Goats,3,0,1,365
46823,Goats,1,0,1,365
46825,Buffaloes,1,0,1,120
46828,Cows/Oxen,1,5,0,-1
46829,Cows/Oxen,1,4,0,-1
46830,Goats,1,0,1,365
46831,Cows/Oxen,1,5,0,-1
46832,Cows/Oxen,2,11,0,-1
46832,Buffaloes,1,10,0,-1
46832,Goats,1,1,1,365
46833,Goats,1,0,1,365
46835,Cows/Oxen,2,15,0,-1
46841,Goats,2,6,0,-1
46842,Cows/Oxen,2,15,0,-1
46843,Cows/Oxen,2,15,0,-1
46845,Cows/Oxen,1,100,0,-1
46851,Cows/Oxen,1,10,0,-1
46852,Goats,3,4,0,-1
46854,Cows/Oxen,1,3,0,-1
46859,Goats,1,0,1,365
46861,Goats,1,0,1,365
46861,"Poultry (chickens, ducks, pigeon)",2,0,1,365
46863,Cows/Oxen,2,14,0,-1
46863,Goats,2,14,0,-1
46864,Goats,1,0,1,365
46866,Goats,1,2,0,-1
46870,Buffaloes,1,10,0,-1
46871,Buffaloes,2,2,0,-1
46872,Goats,2,5,0,-1
46875,Cows/Oxen,1,10,0,-1
46876,Cows/Oxen,2,10,0,-1
46877,Goats,1,0,1,90
46878,Cows/Oxen,1,7,0,-1
46878,Buffaloes,1,7,0,-1
46881,Goats,2,0,1,365
46883,Cows/Oxen,2,15,0,-1
46889,Cows/Oxen,9,20,0,-1
46889,Goats,60,22,0,-1
46890,Cows/Oxen,1,5,0,-1
46891,Buffaloes,1,10,0,-1
46893,Cows/Oxen,1,12,0,-1
46895,Buffaloes,1,4,1,120
46896,Buffaloes,1,15,1,120
46897,Goats,1,0,1,365
46898,Goats,1,0,1,365
46899,Goats,1,0,1,365
46900,Buffaloes,1,3,0,-1
46901,Goats,1,1,1,365
46903,Goats,2,0,1,365
46904,Buffaloes,1,5,0,-1
46906,Goats,2,5,1,120
46907,Buffaloes,1,1,1,240
46908,Buffaloes,2,17,0,-1
46908,Goats,4,17,0,-1
46909,Cows/Oxen,3,20,0,-1
46910,Buffaloes,1,12,1,120
46911,Goats,1,15,1,120
46915,Goats,1,0,1,365
46916,Goats,3,15,0,-1
46918,Goats,3,24,0,-1
46919,Goats,2,8,0,-1
46920,Buffaloes,1,100,0,-1
46920,Goats,1,0,1,60
46921,Buffaloes,1,100,0,-1
46921,Goats,1,0,1,180
46923,Goats,2,0,1,60
46926,Buffaloes,2,75,0,-1
46926,Goats,2,75,0,-1
46928,Buffaloes,1,200,0,-1
46929,Goats,1,0,1,365
46930,Buffaloes,2,1,1,365
46931,Goats,1,200,0,-1
46933,Buffaloes,2,10,0,-1
46933,Goats,1,3,0,-1
46934,Cows/Oxen,2,3,0,-1
46934,Goats,2,12,0,-1
46936,Cows/Oxen,2,10,0,-1
46936,Buffaloes,1,5,0,-1
46936,Goats,3,18,0,-1
46937,Cows/Oxen,2,30,0,-1
46937,Buffaloes,2,30,0,-1
46937,Goats,2,30,0,-1
46942,Buffaloes,2,10,0,-1
46944,Cows/Oxen,1,10,0,-1
46944,Buffaloes,2,10,0,-1
46945,Cows/Oxen,2,10,1,120
46946,Goats,2,0,1,365
46946,"Poultry (chickens, ducks, pigeon)",1,0,1,365
46947,Cows/Oxen,1,15,0,-1
46947,Buffaloes,1,15,0,-1
46947,Goats,2,0,1,365
46952,Cows/Oxen,2,15,0,-1
46952,Goats,1,0,1,365
46953,Buffaloes,1,15,0,-1
46953,Goats,4,0,1,365
46954,Buffaloes,1,10,0,-1
46955,Buffaloes,3,15,0,-1
46955,Goats,8,6,0,-1
46956,Goats,2,5,0,-1
46957,Buffaloes,1,18,0,-1
46959,Buffaloes,1,5,0,-1
46959,Goats,3,0,1,365
46961,Buffaloes,2,100,0,-1
46961,Goats,2,0,1,365
46962,Goats,2,0,1,365
46963,Goats,2,0,1,365
46964,Cows/Oxen,1,0,1,365
46966,Buffaloes,2,100,0,-1
46967,Cows/Oxen,2,100,0,-1
46968,Cows/Oxen,2,100,0,-1
46968,Goats,2,100,0,-1
46971,Goats,3,0,1,365
46972,Goats,1,0,1,365
46973,Cows/Oxen,2,0,1,365
46975,Goats,1,0,1,365
46976,Goats,2,0,1,365
46977,Cows/Oxen,2,0,1,365
46977,Goats,2,0,1,365
46978,Goats,1,0,1,365
46980,Goats,1,0,1,365
46983,Goats,2,0,1,365
46984,Goats,1,0,1,260
46988,Goats,1,0,1,365
46991,Goats,2,0,1,365
46992,Goats,3,0,1,365
46994,Goats,1,15,0,-1
46999,Goats,2,0,1,60
47001,Goats,1,0,1,365
47002,Goats,1,0,1,365
47005,Goats,3,0,1,365
47007,Goats,8,0,1,365
47013,Cows/Oxen,2,3,0,-1
47014,Buffaloes,1,3,0,-1
47015,Buffaloes,1,5,0,-1
47021,Buffaloes,1,3,0,-1
47023,Goats,3,0,1,365
47024,Goats,2,0,1,365
47029,Goats,3,0,1,365
47032,Cows/Oxen,1,5,0,-1
47032,Goats,1,0,1,365
47034,Buffaloes,1,5,0,-1
47034,Goats,2,0,1,365
47038,Buffaloes,1,20,0,-1
47039,Buffaloes,1,10,0,-1
47040,Buffaloes,1,5,1,240
47041,Buffaloes,2,3,0,-1
47047,Buffaloes,2,4,0,-1
47049,Buffaloes,2,4,0,-1
47049,Goats,3,0,1,365
47052,Goats,1,2,0,-1
47053,Goats,1,0,1,365
47053,Pigs,-1,-1,0,-1
47053,"Poultry (chickens, ducks, pigeon)",1,0,1,365
47055,Cows/Oxen,1,4,0,-1
47056,Cows/Oxen,1,4,0,-1
47057,Buffaloes,1,3,0,-1
47057,Goats,1,0,1,365
47057,"Poultry (chickens, ducks, pigeon)",1,0,1,365
47060,Goats,1,0,1,365
47064,Goats,1,0,1,200
47069,"Poultry (chickens, ducks, pigeon)",4,0,1,365
47070,"Poultry (chickens, ducks, pigeon)",10,0,1,365
47071,"Poultry (chickens, ducks, pigeon)",2,0,1,365
47073,"Poultry (chickens, ducks, pigeon)",1,0,1,365
47080,"Poultry (chickens, ducks, pigeon)",2,0,1,365
47082,Goats,4,0,1,365
47086,Goats,3,0,1,365
47087,Goats,4,0,1,365
47099,Buffaloes,1,16,0,-1
47099,Goats,2,0,1,365
47106,Buffaloes,1,2,0,-1
47113,Goats,2,0,1,365
47115,Goats,4,3,0,-1
47118,Buffaloes,1,30,0,-1
47122,Goats,4,0,1,365
47123,Goats,2,0,1,60
47124,Buffaloes,1,20,0,-1
47124,Goats,1,0,1,45
47126,Goats,1,0,1,90
47128,Cows/Oxen,1,5,0,-1
47129,Goats,2,10,0,-1
47131,Goats,1,0,1,10
47133,Buffaloes,2,0,1,365
47134,Goats,1,0,1,120
47136,Cows/Oxen,1,2,0,-1
47138,Cows/Oxen,2,200,0,-1
47138,Goats,1,200,0,-1
47139,Buffaloes,1,3,0,-1
47140,Cows/Oxen,3,35,0,-1
47140,Goats,2,0,1,365
47141,Cows/Oxen,1,2,0,-1
47141,Goats,1,1,1,60
47142,Goats,1,0,1,365
47146,Goats,1,0,1,365
47149,Goats,1,0,1,365
47160,Cows/Oxen,2,10,0,-1
47160,Goats,1,0,1,365
47160,Dogs,2,0,1,365
47162,Buffaloes,2,8,0,-1
47165,Buffaloes,6,23,0,-1
47166,Buffaloes,1,15,0,-1
47182,Goats,2,3,0,-1
47186,Goats,1,0,1,360
47187,Buffaloes,1,8,0,-1
47188,Cows/Oxen,1,3,0,-1
47189,Cows/Oxen,1,200,0,-1
47189,Goats,2,0,1,360
47190,Cows/Oxen,2,200,0,-1
47191,Goats,4,0,1,365
47192,Goats,2,0,1,365
47193,Buffaloes,1,5,0,-1
47193,Goats,1,2,1,365
47195,Buffaloes,1,10,0,-1
47195,Goats,2,2,0,-1
47197,Buffaloes,1,0,1,90
47201,Cows/Oxen,1,50,0,-1
47204,Buffaloes,1,1,0,-1
47204,Goats,2,0,1,365
47205,Cows/Oxen,1,3,0,-1
47206,Goats,1,0,1,365
47207,Cows/Oxen,1,3,0,-1
47207,Goats,3,0,1,365
47208,Cows/Oxen,2,3,0,-1
47208,Goats,5,0,1,365
47209,Goats,3,0,1,365
47210,Buffaloes,1,6,0,-1
47211,Buffaloes,3,6,0,-1
47211,Goats,5,3,0,-1
47211,"Poultry (chickens, ducks, pigeon)",2,3,0,-1
47213,Buffaloes,2,1,0,-1
47215,Cows/Oxen,1,3,0,-1
47215,Goats,1,3,0,-1
47216,Cows/Oxen,2,0,1,365
47216,Goats,3,0,1,365
47216,"Poultry (chickens, ducks, pigeon)",5,2,0,-1
47219,Cows/Oxen,2,50,0,-1
47220,Cows/Oxen,1,50,0,-1
47223,Goats,1,2,0,-1
47226,Goats,2,3,0,-1
47228,Goats,4,0,1,365
47230,Buffaloes,1,0,1,365
47230,Goats,1,0,1,365
47231,Goats,1,0,1,365
47233,Goats,3,20,0,-1
47234,Buffaloes,2,3,0,-1
47235,Cows/Oxen,2,6,0,-1
47236,Cows/Oxen,1,3,0,-1
47237,Buffaloes,1,5,0,-1
47238,Cows/Oxen,1,4,0,-1
47239,Buffaloes,1,5,0,-1
47243,Buffaloes,1,5,0,-1
47244,Cows/Oxen,3,7,0,-1
47244,Buffaloes,1,7,0,-1
47247,Cows/Oxen,1,2,0,-1
47248,Cows/Oxen,1,30,0,-1
47249,Buffaloes,3,30,0,-1
47260,Goats,1,0,1,150
47263,Goats,1,0,1,180
47264,Buffaloes,1,6,0,-1
47268,Buffaloes,2,5,0,-1
47273,Cows/Oxen,2,1,1,365
47273,Goats,4,0,1,365
47274,"Poultry (chickens, ducks, pigeon)",2,0,1,60
47275,Cows/Oxen,1,1,1,90
47275,Goats,2,0,1,365
47276,Buffaloes,2,1,0,-1
47276,Goats,1,0,1,365
47276,Dogs,1,0,1,365
47276,"Poultry (chickens, ducks, pigeon)",3,0,1,90
47277,Cows/Oxen,2,1,0,-1
47279,Cows/Oxen,4,1,0,-1
47280,Cows/Oxen,2,1,0,-1
47281,Goats,2,0,1,180
47282,Cows/Oxen,1,1,1,90
47282,Goats,1,0,1,180
47283,Cows/Oxen,3,1,0,-1
47283,Goats,1,0,1,3
47284,Buffaloes,2,8,0,-1
47284,Goats,1,0,1,365
47285,Goats,1,0,1,365
47286,Cows/Oxen,2,5,0,-1
47288,Cows/Oxen,3,15,0,-1
47290,Cows/Oxen,1,20,0,-1
47291,Cows/Oxen,2,5,0,-1
47291,Goats,1,0,1,90
47292,Cows/Oxen,1,20,0,-1
47292,Buffaloes,1,1,0,-1
47292,Goats,1,0,89,-1
47293,Cows/Oxen,2,2,0,-1
47293,Goats,1,0,1,365
47294,Goats,2,0,1,365
47296,Cows/Oxen,1,15,0,-1
47297,Cows/Oxen,1,15,0,-1
47300,Cows/Oxen,1,10,0,-1
47302,Cows/Oxen,-1,-1,0,-1
47302,Buffaloes,1,20,0,-1
47303,Buffaloes,1,10,0,-1
47304,Cows/Oxen,1,10,0,-1
47305,Cows/Oxen,1,10,0,-1
47306,Cows/Oxen,2,10,0,-1
47309,Buffaloes,1,15,1,-1
47310,Goats,1,15,0,-1
47311,Cows/Oxen,2,10,0,-1
47313,Goats,1,0,1,365
47316,Goats,2,15,0,-1
47318,Cows/Oxen,1,5,0,-1
47318,Goats,3,5,0,-1
47320,Goats,1,1,0,-1
47321,Cows/Oxen,1,2,0,-1
47321,Goats,2,2,1,120
47324,Goats,3,2,0,-1
47325,Goats,3,2,0,-1
47326,Goats,3,0,1,365
47327,Goats,3,0,1,365
47328,Cows/Oxen,2,2,0,-1
47328,Goats,1,0,1,365
47329,Cows/Oxen,2,2,0,-1
47330,Cows/Oxen,1,2,0,-1
47331,Cows/Oxen,1,2,0,-1
47333,Goats,3,0,1,365
47338,Cows/Oxen,2,12,0,-1
47339,Buffaloes,1,4,0,-1
47340,Cows/Oxen,3,5,0,-1
47341,Cows/Oxen,2,60,0,-1
47343,Cows/Oxen,2,100,0,-1
47353,Cows/Oxen,1,2,0,-1
47354,Buffaloes,1,20,0,-1
47356,Goats,2,5,0,-1
47357,Buffaloes,1,5,0,-1
47357,Goats,4,3,1,150
47359,Cows/Oxen,2,3,0,-1
47365,Goats,3,0,1,365
47366,Goats,2,3,0,-1
47371,Cows/Oxen,2,4,0,-1
47373,Cows/Oxen,2,30,0,-1
47378,Cows/Oxen,2,0,1,200
47378,Goats,1,0,1,365
47379,Buffaloes,1,4,0,-1
47381,Goats,1,0,1,365
47382,Buffaloes,3,3,0,-1
47384,Buffaloes,3,40,0,-1
47384,Goats,5,5,0,-1
47385,Cows/Oxen,2,10,0,-1
47385,Goats,3,10,0,-1
47386,Goats,3,10,0,-1
47387,Cows/Oxen,2,40,0,-1
47387,Goats,3,0,1,245
47388,Cows/Oxen,2,4,0,-1
47388,Goats,4,4,0,-1
47389,Goats,3,0,1,365
47390,Cows/Oxen,1,30,0,-1
47391,Cows/Oxen,1,30,0,-1
47392,Cows/Oxen,1,0,1,200
47392,Goats,3,0,1,365
47393,Cows/Oxen,1,2,0,-1
47393,Goats,2,0,1,365
47395,Buffaloes,2,2,0,-1
47396,Cows/Oxen,2,3,0,-1
47396,Goats,2,3,0,-1
47398,Cows/Oxen,1,18,0,-1
47400,Buffaloes,1,2,1,90
47401,Goats,2,0,1,60
47402,Buffaloes,1,300,0,-1
47408,Cows/Oxen,1,8,0,-1
47410,Cows/Oxen,1,2,1,90
47410,Goats,1,0,0,-1
47411,Buffaloes,1,4,0,-1
47412,Cows/Oxen,1,10,1,60
47413,Cows/Oxen,1,3,0,-1
47414,Cows/Oxen,1,10,0,-1
47415,Cows/Oxen,1,4,0,-1
47415,Buffaloes,2,4,0,-1
47416,Cows/Oxen,1,40,0,-1
47417,Cows/Oxen,2,400,0,-1
47417,Goats,1,400,0,-1
47418,Buffaloes,2,300,0,-1
47419,Buffaloes,2,100,0,-1
47419,Goats,2,100,0,-1
47420,Cows/Oxen,2,2,0,-1
47420,Goats,1,2,0,-1
47421,Cows/Oxen,1,0,1,365
47422,Goats,2,0,1,365
47423,Goats,3,200,0,-1
47424,Cows/Oxen,1,200,0,-1
47425,Goats,2,0,1,365
47426,Buffaloes,1,10,0,-1
47428,Cows/Oxen,1,8,0,-1
47428,Buffaloes,1,8,0,-1
47428,Goats,3,8,0,-1
47429,Cows/Oxen,2,5,0,-1
47430,Buffaloes,1,5,0,-1
47431,Cows/Oxen,1,5,0,-1
47432,Buffaloes,1,10,0,-1
47432,Goats,1,10,0,-1
47433,Cows/Oxen,2,10,0,-1
47435,Cows/Oxen,1,10,0,-1
47435,Buffaloes,2,10,0,-1
47435,Goats,1,0,1,365
47437,Cows/Oxen,2,0,1,365
47438,Buffaloes,2,0,1,365
47439,Cows/Oxen,2,1,0,-1
47440,Buffaloes,1,2,0,-1
47440,Goats,1,1,1,120
47443,Buffaloes,1,100,0,-1
47443,Goats,1,100,1,30
47443,Dogs,1,0,1,210
47444,Buffaloes,1,5,0,-1
47444,Goats,1,0,1,120
47445,Cows/Oxen,1,3,0,-1
47445,Goats,1,0,1,365
47446,Goats,1,0,1,365
47447,Goats,2,0,1,365
47448,Cows/Oxen,2,15,0,-1
47450,Cows/Oxen,3,3,0,-1
47451,Cows/Oxen,3,10,0,-1
47452,Buffaloes,2,3,0,-1
47453,Cows/Oxen,2,5,0,-1
47454,Dogs,1,0,1,180
47455,Cows/Oxen,3,100,0,-1
47458,Goats,2,0,1,90
47459,Goats,4,0,1,365
47462,"Poultry (chickens, ducks, pigeon)",1,0,1,120
47463,"Poultry (chickens, ducks, pigeon)",2,0,0,-1
47464,Buffaloes,1,6,0,-1
47465,Cows/Oxen,1,5,0,-1
47466,Goats,1,0,1,365
47468,"Poultry (chickens, ducks, pigeon)",1,0,0,-1
47471,Goats,2,0,1,365
47474,Goats,2,0,1,365
47475,Goats,1,0,1,365
47477,Goats,1,0,1,365
47478,Goats,1,0,1,365
47479,Goats,3,0,1,365
47480,Goats,2,0,1,365
47481,Goats,1,0,1,365
47482,Goats,2,0,1,365
47484,Cows/Oxen,2,30,0,-1
47484,Goats,3,0,1,365
47484,"Poultry (chickens, ducks, pigeon)",1,0,1,120
47488,Cows/Oxen,2,0,1,200
47489,Goats,2,0,1,365
47490,Goats,1,0,1,365
47495,Cows/Oxen,2,5,0,-1
47496,Goats,1,25,0,-1
47499,Buffaloes,1,55,0,-1
47502,Cows/Oxen,1,50,0,-1
47503,"Poultry (chickens, ducks, pigeon)",35,10,0,-1
47504,Goats,1,50,0,-1
47505,Goats,1,1,1,365
47506,Buffaloes,4,60,0,-1
47506,Goats,2,60,0,-1
47507,Buffaloes,1,60,0,-1
47507,Goats,1,60,0,-1
47508,Buffaloes,3,60,0,-1
47508,Goats,4,60,0,-1
47510,Buffaloes,2,10,1,100
47512,Cows/Oxen,1,200,0,-1
47515,Buffaloes,1,12,0,-1
47519,Cows/Oxen,1,500,0,-1
47520,Goats,1,0,1,90
47521,Goats,1,0,1,120
47522,Goats,2,0,1,365
47523,Goats,2,0,1,365
47524,Pigs,1,0,1,120
47525,Cows/Oxen,1,3,0,-1
47525,Goats,1,0,1,365
47526,Buffaloes,1,1,0,-1
47528,Goats,3,0,1,365
47530,Goats,1,2,1,90
47532,Goats,3,1,1,240
47533,Goats,2,0,1,240
47535,Goats,2,2,0,-1
47535,Pigs,3,0,1,365
47539,Goats,1,0,1,365
47542,Goats,1,0,1,8
47544,Goats,1,0,1,240
47551,Goats,4,0,1,365
47553,Goats,4,0,1,365
47555,Goats,2,0,1,365
47556,Goats,1,0,1,365
47558,Goats,4,0,1,365
47558,"Poultry (chickens, ducks, pigeon)",4,0,1,365
47559,Goats,1,0,1,180
47559,"Poultry (chickens, ducks, pigeon)",1,0,1,180
47560,"Poultry (chickens, ducks, pigeon)",1,0,1,30
47569,Goats,2,1,1,365
47577,Goats,2,0,1,180
47580,Goats,2,0,1,365
47580,"Poultry (chickens, ducks, pigeon)",1,0,1,365
47581,Goats,5,0,1,365
47581,"Poultry (chickens, ducks, pigeon)",4,0,1,365
47583,Goats,2,0,1,365
47583,"Poultry (chickens, ducks, pigeon)",2,0,1,365
47588,"Poultry (chickens, ducks, pigeon)",2,0,1,365
47589,"Poultry (chickens, ducks, pigeon)",2,0,1,365
47593,"Poultry (chickens, ducks, pigeon)",1,0,1,365
47606,Goats,4,0,1,365
47607,Goats,6,0,1,365
47609,Goats,2,0,1,365
